?x	?xl	?p	?pl	?y	?yl
<http://purl.obolibrary.org/obo/NCBITaxon_1177>	"Nostoc"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/NCBITaxon_1162>	"Nostocaceae"
<http://purl.obolibrary.org/obo/NCBITaxon_1175>	"Aphanizomenon"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/NCBITaxon_1162>	"Nostocaceae"
<http://purl.obolibrary.org/obo/NCBITaxon_1163>	"Anabaena"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/NCBITaxon_1162>	"Nostocaceae"
<http://purl.obolibrary.org/obo/NCBITaxon_198592>	"Umezakia"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/NCBITaxon_1162>	"Nostocaceae"
<http://purl.obolibrary.org/obo/UBERON_0003515>	"forelimb blood vessel"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003514>	"limb blood vessel"
<http://purl.obolibrary.org/obo/UBERON_0003516>	"hindlimb blood vessel"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003514>	"limb blood vessel"
<http://purl.obolibrary.org/obo/UBERON_0004552>	"digital artery"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0003514>	"limb blood vessel"
<http://purl.obolibrary.org/obo/UBERON_0004243>	"prostate gland smooth muscle"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0008715>	"muscle tissue of prostate"
<http://purl.obolibrary.org/obo/UBERON_0004520>	"striated muscle tissue of prostate"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0008715>	"muscle tissue of prostate"
<http://purl.obolibrary.org/obo/CHEBI_38975>	"methylbenzene"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/CHEBI_38976>	"alkylbenzene"
<http://purl.obolibrary.org/obo/ENVO_01000186>	"polar desert biome"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000179>	"desert biome"
<http://purl.obolibrary.org/obo/ENVO_01000184>	"subtropical desert biome"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000179>	"desert biome"
<http://purl.obolibrary.org/obo/ENVO_01000183>	"tropical desert biome"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000179>	"desert biome"
<http://purl.obolibrary.org/obo/ENVO_01000182>	"temperate desert biome"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000179>	"desert biome"
<http://purl.obolibrary.org/obo/ENVO_01000185>	"montane desert biome"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_01000179>	"desert biome"
<http://purl.obolibrary.org/obo/ENVO_00000506>	"intermittently filled reservoir"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000549>	"container of an intermittent water body"
<http://purl.obolibrary.org/obo/ENVO_00000504>	"container of an intermittent pond"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000549>	"container of an intermittent water body"
<http://purl.obolibrary.org/obo/ENVO_01000980>	"channel of an intermittent stream"@en	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000549>	"container of an intermittent water body"
<http://purl.obolibrary.org/obo/ENVO_00000387>	"container of an intermittent lake"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00000549>	"container of an intermittent water body"
<http://purl.obolibrary.org/obo/ENVO_00003081>	"metal contaminated soil"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002116>	"contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_00002146>	"xylene contaminated soil"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002116>	"contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_00002117>	"creosote contaminated soil"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002116>	"contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_00002875>	"oil contaminated soil"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002116>	"contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_00005775>	"salt contaminated soil"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/ENVO_00002116>	"contaminated soil"
<http://purl.obolibrary.org/obo/UBERON_0013700>	"axial musculature"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0008229>	"craniocervical region musculature"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0014792>	"musculature of pelvic complex"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0004469>	"musculature of back"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0004479>	"musculature of trunk"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0014793>	"musculature of pectoral complex"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0004468>	"set of muscles of vertebral column"	<http://www.w3.org/2000/01/rdf-schema#subClassOf>		<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
