?label	?definition	?exactSynonym	?broadSynonym	?narrowSynonym	?relatedSynonym	?subsetType	?uri
"waste water"	"Water that has been adversely affected in quality by anthropogenic influence."					"http://purl.obolibrary.org/obo/ENVO_03605019|http://purl.obolibrary.org/obo/envo#EnvO-Lite-GSC"	"http://purl.obolibrary.org/obo/ENVO_00002001"
"wastewater treatment plant"							"http://purl.obolibrary.org/obo/ENVO_00002043"
"wastewater treatment process"	"A recycling process during which wastewater is treated"						"http://purl.obolibrary.org/obo/ENVO_06105300"
"water accumulation process"	"A process during which liquid water accumulates in a site, most often in some form of container."						"http://purl.obolibrary.org/obo/ENVO_01001220"
"water body"	"An accumulation of water of varying size."	"waterbody|body of water|bodies of water|aquatic feature"	"hydrographic feature"				"http://purl.obolibrary.org/obo/ENVO_00000063"
"water column"	"A liquid astronomical body part which 1) vertically spans a water body and 2) has fiat boundaries approximating a columnar shape."	"colonna d'acqua|Wassersäule|水層|columna de agua"				"http://purl.obolibrary.org/obo/envo#envoPlastics"	"http://purl.obolibrary.org/obo/ENVO_06105011"
"water column exposed melt pond"	"A melt pond which is formed close to that part of an ice mass which is in contact with some underlying water body, and which has channels connecting it to that water body."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000119"
"water cooling"	"A material transport process during which liquid water is circulated in the vicinity of a heat source in order to absorb thermal energy and transport it away form that source."						"http://purl.obolibrary.org/obo/ENVO_03000146"
"water current"	"A hydroform which is maintained by a continuous, directed movement of water, generated by disequilibria in a water mass."						"http://purl.obolibrary.org/obo/ENVO_01001607"
"water droplet"	"A droplet of water"						"http://purl.obolibrary.org/obo/ENVO_01000833"
"water filter"	"A manufactured product which is used to remove contaminants from water impeding the flow of particles or solutes."						"http://purl.obolibrary.org/obo/ENVO_03600086"
"water flow process"	"A material transport process during which a volume of liquid water is transported due to a disequilibria in physical forces."					"http://purl.obolibrary.org/obo/envo#environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000982"
"water ice"	"Ice which is formed from water."				"ice"	"http://purl.obolibrary.org/obo/envo#envoPolar|http://purl.obolibrary.org/obo/ENVO_03605019"	"http://purl.obolibrary.org/obo/ENVO_01000277"
"water ice core"	"An ice mass which has been drilled from an accumulation of snow and ice that has built up over many years and that has recrystallized and has trapped air bubbles from previous time periods."		"ice sample|ice core"				"http://purl.obolibrary.org/obo/ENVO_01001530"
"water ice crystal"	"A crystal which is primarily composed of water ice."		"ice crystal"			"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000846"
"water ice formation process"	"A material transformation process during which water ice is formed."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000950"
"water ice layer"	"A solid layer which is primarily composed of some water-based ice."						"http://purl.obolibrary.org/obo/ENVO_01001276"
"water ice sublimation process"	"A sublimation process during which water ice transitions into a gaseous state."					"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000920"
"water ice surface layer"	"An ice surface layer which is primarily composed of water ice."						"http://purl.obolibrary.org/obo/ENVO_01001543"
"water infiltration"	"A water flow process during which water occupies the pores or interstices of a solid or semi-solid material."						"http://purl.obolibrary.org/obo/ENVO_06105230"
"water infiltration into soil"	"A water infiltration process during which water fills the pore space and interstices of soil."	"soil water infiltration"					"http://purl.obolibrary.org/obo/ENVO_06105231"
"water intake"	"A hydraulic-engineering installation which transports water - in specified amounts, of a specified quality, and in accordance with a water-consumption plan - from a source of supply into a conduit."						"http://purl.obolibrary.org/obo/ENVO_01000968"
"water mass"	"A mass of water."						"http://purl.obolibrary.org/obo/ENVO_01000685"
"water mass front"							"http://purl.obolibrary.org/obo/ENVO_01000096"
"water pollution"	"A pollution process during which contaminants are released into water."					"http://purl.obolibrary.org/obo/envo#envoPolar|http://purl.obolibrary.org/obo/envo#environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_02500039"
"water raindrop"			"raindrop"				"http://purl.obolibrary.org/obo/ENVO_01000834"
"water scum"							"http://purl.obolibrary.org/obo/ENVO_00005794"
"water surface"	"The surface layer of a volume of water."	"water body surface|surface of a body of water"				"http://purl.obolibrary.org/obo/ENVO_03605018"	"http://purl.obolibrary.org/obo/ENVO_01001191"
"water table"	"A surface layer which is 1) part of a phreatic zone in contact with a vadose zone and 2) contains interstitial water with a pressure head equal to atmospheric pressure."						"http://purl.obolibrary.org/obo/ENVO_06105201"
"water table depth"	"An elevation which inheres in a water table by virture of its vertical distance from a land surface."				"height of the water table|depth of the water table|depth to the water table"		"http://purl.obolibrary.org/obo/ENVO_06105203"
"water tank"	"A container for storing water."						"http://purl.obolibrary.org/obo/ENVO_03501254"
"water tap"	"A manufactured product which is controls the flow of water."	"water valve"				"http://purl.obolibrary.org/obo/ENVO_03605018"	"http://purl.obolibrary.org/obo/ENVO_03600052"
"water trough"	"An anthropogenic geographic feature consisting of a receptacle intended to provide drinking water to animals."	"artificial watering point"					"http://purl.obolibrary.org/obo/ENVO_03501255"
"water truck"	"A water truck is a truck which transports water."						"http://purl.obolibrary.org/obo/ENVO_01000603"
"water vapour"	"Water vapour is a vapour which is the gas phase of water."	"aqueous vapor|water vapor|aqueous vapour"					"http://purl.obolibrary.org/obo/ENVO_01000266"
"water vapour saturated air"	"Air which has a partial pressure of water vapour equal or near equal to its equilibrium vapor pressure at a given temperature."	"water-vapour-saturated air"			"wet air"		"http://purl.obolibrary.org/obo/ENVO_01000829"
"water well"	"A well which provides access to groundwater held  in an aquifer."					"http://purl.obolibrary.org/obo/ENVO_03605018"	"http://purl.obolibrary.org/obo/ENVO_01000002"
"water-based cloud"	"A cloud which is primarily composed of water-based aerosols."		"cloud mass"			"http://purl.obolibrary.org/obo/envo#envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001428"
"water-based cloud droplet"	"A cloud droplet composed primarily of water."	"water based cloud droplet"	"cloud droplet|cloud drop"				"http://purl.obolibrary.org/obo/ENVO_01000836"
"water-based planetary surface"					"A liquid planetary surface which is composed primarily of water."		"http://purl.obolibrary.org/obo/ENVO_01001193"
"water-based rain"	"Rain which is composed of water droplets falling to a planetary surface during a rainfall process."						"http://purl.obolibrary.org/obo/ENVO_01001565"
"water-based rainfall"	"A hydrological precipitation process in which atmospheric water vapour condenses to form droplets of liquid water massive enough to fall to a planetary surface due to the planet's gravity."		"rainfall|rain fall"		"rain"	"http://purl.obolibrary.org/obo/envo#envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000830"
"water-body-derived ice"	"Ice which has formed as the result of freezing of water which was part of a water body."					"http://purl.obolibrary.org/obo/ENVO_03605019"	"http://purl.obolibrary.org/obo/ENVO_01001557"
"water-holding capacity"	"A disposition of a material entity which is realised when it is saturated with liquid water."						"http://purl.obolibrary.org/obo/ENVO_01003001"
"water-holding capacity of soil"	"Water-holding capacity which inheres in some soil."	"soil water-holding capacity"					"http://purl.obolibrary.org/obo/ENVO_06105304"
"waterborne particulate matter"	"Particulate environmental material in which small portions of solid material are surrounded by water."						"http://purl.obolibrary.org/obo/ENVO_01000436"
"watercourse"	"A flowing body of water."			"race|ravine|passage|dredged channel|reach|pup|culvert|gully|fork|gut|water gap|seaway|overflow channel|spillway|narrows|seachannel|runnel|run|rill|gulch|gutter|rivulet|lode|stream|tideway|wash|kill"	"beck|brook|narrows|draw|awawa|barranca|course|narrows (hydrographic)|moat|branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercraft"	"A watercraft is a vehicle which is able to travel on or through water."						"http://purl.obolibrary.org/obo/ENVO_01000613"
"waterfall"	"A sudden descent of water over a step or ledge in the bed of a river."	"force|linn|waterfalls|WATERFALL"			"fall|falls|cataract|cascade"		"http://purl.obolibrary.org/obo/ENVO_00000040"
"waterhole"	"A pond, often temporary or seasonal, used as a drinking place by mammals and birds."	"water hole"			"waterhole|water hole"		"http://purl.obolibrary.org/obo/ENVO_00000547"
"watershed"	"The separation between neighbouring drainage basins (catchments). In hilly country, the divide lies along topographical peaks and ridges, but in flat country or on a high plateau (especially where the ground is marshy) the divide may be invisible - just a more or less notional line on the ground on either side of which falling raindrops will start a journey to different rivers, and even to different sides of a country or continent."	"water divide|divide"			"drainage basin|RIDGE LINE|divide"	"http://purl.obolibrary.org/obo/ENVO_03605014"	"http://purl.obolibrary.org/obo/ENVO_00000292"
"waterspout"	"A tornado which connects a cumulus or cumulonimbus cloud to a body of water, often transporting water from that water body along the spiraling winds constituting  its vortex."	"water spout"					"http://purl.obolibrary.org/obo/ENVO_01001487"
